level_0,index,Unnamed: 0,date,link_id,sub_link_id,forward_link_direction,roughness_state_estimate,roughness_state_variance,length_in_meter,sub_link_length,sub_link_geometry_wkt
10280150,25081368,25081368,2022-10-22,500752387,5,False,1.2895408,0.05775839,444.05218,24.66956555555556,"LINESTRING (-5.04824 56.84421, -5.04805 56.8444)"
10300651,25131272,25131272,2022-11-08,500752387,0,True,2.6371791,0.07110103,444.05218,24.66956555555556,"LINESTRING (-5.04925 56.84325, -5.04904 56.84344)"
10310744,25157311,25157311,2022-10-15,500752387,9,True,1.3212696,0.057113204,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
10315061,25167786,25167786,2022-12-01,500752387,10,False,2.2943463,0.061930053,444.05218,24.66956555555556,"LINESTRING (-5.0473 56.84519, -5.04715 56.8454)"
10315073,25167798,25167798,2022-12-01,500752387,4,True,2.3226995,0.055350125,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
10316878,25172312,25172312,2022-11-15,500752387,2,True,3.302619,0.07903926,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
10320500,25180433,25180433,2022-12-01,500752387,6,True,1.7874128,0.055038277,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
10320506,25180439,25180439,2022-12-01,500752387,15,False,1.9225368,0.05813003,444.05218,24.66956555555556,"LINESTRING (-5.04681 56.84626, -5.04677 56.84648)"
10334421,25213843,25213843,2022-12-01,500752387,5,True,1.913181,0.06357965,444.05218,24.66956555555556,"LINESTRING (-5.04824 56.84421, -5.04805 56.8444)"
10335694,25216731,25216731,2022-12-22,500752387,17,True,1.7821379,0.06722816,444.05218,24.66956555555556,"LINESTRING (-5.04673 56.8467, -5.04669 56.84692)"
10341122,25229827,25229827,2022-12-01,500752387,13,True,3.9748244,0.082084134,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
10345740,25241648,25241648,2022-12-29,500752387,2,False,1.4050398,0.052446216,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
10347973,25247348,25247348,2022-07-08,500752387,1,True,3.0740318,0.058220048,444.05218,24.66956555555556,"LINESTRING (-5.04904 56.84344, -5.04884 56.84363)"
10348187,25247977,25247977,2022-07-08,500752387,13,False,2.466361,0.07240515,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
10351633,25256379,25256379,2022-07-15,500752387,7,True,1.8066105,0.058595438,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
10355870,25267160,25267160,2022-07-15,500752387,17,True,1.7597362,0.05932974,444.05218,24.66956555555556,"LINESTRING (-5.04673 56.8467, -5.04669 56.84692)"
10355879,25267170,25267170,2022-07-15,500752387,9,True,1.5687782,0.058023524,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
10355912,25267257,25267257,2022-07-22,500752387,7,False,1.8462383,0.059117794,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
10355925,25267272,25267272,2022-07-22,500752387,5,False,1.263794,0.048558433,444.05218,24.66956555555556,"LINESTRING (-5.04824 56.84421, -5.04805 56.8444)"
10355939,25267288,25267288,2022-07-22,500752387,1,True,2.9626188,0.06572293,444.05218,24.66956555555556,"LINESTRING (-5.04904 56.84344, -5.04884 56.84363)"
10357648,25271149,25271149,2022-07-29,500752387,7,True,1.69184,0.055262983,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
10362390,25282353,25282353,2022-07-29,500752387,4,False,1.5415752,0.056768566,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
10364407,25287484,25287484,2022-07-29,500752387,2,True,2.9615898,0.078154825,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
10364422,25287499,25287499,2022-07-29,500752387,16,False,1.853722,0.058352523,444.05218,24.66956555555556,"LINESTRING (-5.04677 56.84648, -5.04676 56.84653, -5.04673 56.8467)"
10365458,25290238,25290238,2022-08-08,500752387,7,False,1.818816,0.057647057,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
10367135,25294363,25294363,2022-08-15,500752387,14,True,3.2253935,0.06954084,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
10380786,25327581,25327581,2022-08-22,500752387,7,True,1.6899062,0.043022487,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
10380788,25327583,25327583,2022-08-22,500752387,14,True,3.1989183,0.06625173,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
10385524,25338811,25338811,2022-08-29,500752387,8,True,1.5593084,0.052831553,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
10395394,25362056,25362056,2022-09-15,500752387,17,True,1.7482209,0.064862184,444.05218,24.66956555555556,"LINESTRING (-5.04673 56.8467, -5.04669 56.84692)"
10404004,25382053,25382053,2022-10-15,500752387,13,False,2.3555923,0.06440514,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
10404012,25382061,25382061,2022-10-15,500752387,3,False,1.3698593,0.05359352,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
10405894,25387870,25387870,2022-09-22,500752387,0,True,2.4083388,0.064833246,444.05218,24.66956555555556,"LINESTRING (-5.04925 56.84325, -5.04904 56.84344)"
10405916,25387892,25387892,2022-09-22,500752387,8,True,1.7155439,0.055754334,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
10405917,25387893,25387893,2022-09-22,500752387,7,False,1.7809268,0.05681514,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
10405921,25387897,25387897,2022-09-22,500752387,10,False,2.0236373,0.054593857,444.05218,24.66956555555556,"LINESTRING (-5.0473 56.84519, -5.04715 56.8454)"
10409314,25396719,25396719,2022-09-08,500752387,0,False,1.4260229,0.046803452,444.05218,24.66956555555556,"LINESTRING (-5.04925 56.84325, -5.04904 56.84344)"
10409319,25396724,25396724,2022-09-08,500752387,4,False,1.5103967,0.052280527,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
10423131,25430523,25430523,2022-10-22,500752387,14,True,3.149851,0.09210016,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
10423135,25430527,25430527,2022-10-22,500752387,13,True,3.4324012,0.08479968,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
10442497,25476678,25476678,2022-11-29,500752387,16,False,1.8314747,0.056959588,444.05218,24.66956555555556,"LINESTRING (-5.04677 56.84648, -5.04676 56.84653, -5.04673 56.8467)"
10450593,25496451,25496451,2022-12-29,500752387,12,False,2.5006204,0.060208987,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
10450594,25496452,25496452,2022-12-29,500752387,12,True,2.4527028,0.0653114,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
10450599,25496457,25496457,2022-12-29,500752387,1,False,1.6145902,0.062389575,444.05218,24.66956555555556,"LINESTRING (-5.04904 56.84344, -5.04884 56.84363)"
10450614,25496473,25496473,2022-12-29,500752387,9,False,2.6178455,0.061110366,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
10450615,25496474,25496474,2022-12-29,500752387,9,True,1.4660456,0.058992468,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
10453119,25502736,25502736,2022-12-22,500752387,0,False,1.6377559,0.0678988,444.05218,24.66956555555556,"LINESTRING (-5.04925 56.84325, -5.04904 56.84344)"
10453127,25502745,25502745,2022-12-22,500752387,7,False,1.929634,0.072833486,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
10453133,25502751,25502751,2022-12-22,500752387,15,True,2.8743353,0.07143422,444.05218,24.66956555555556,"LINESTRING (-5.04681 56.84626, -5.04677 56.84648)"
10453136,25502754,25502754,2022-12-22,500752387,6,False,1.8507184,0.070555165,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
10456087,25509069,25509069,2022-12-15,500752387,13,False,2.467928,0.06478221,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
10480790,25568285,25568285,2022-01-29,500752387,6,False,2.0722084,0.08254181,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
10493325,25599697,25599697,2022-02-08,500752387,17,False,2.2505224,0.07131187,444.05218,24.66956555555556,"LINESTRING (-5.04673 56.8467, -5.04669 56.84692)"
10493327,25599699,25599699,2022-02-08,500752387,14,False,2.2195706,0.07661672,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
10493333,25599705,25599705,2022-02-08,500752387,16,True,2.891673,0.08253645,444.05218,24.66956555555556,"LINESTRING (-5.04677 56.84648, -5.04676 56.84653, -5.04673 56.8467)"
10493336,25599708,25599708,2022-02-08,500752387,4,False,1.8289162,0.07051511,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
10493359,25599733,25599733,2022-02-08,500752387,2,True,4.0423536,0.08660839,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
10493366,25599740,25599740,2022-02-08,500752387,2,False,1.8446862,0.07415627,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
10493373,25599747,25599747,2022-02-08,500752387,9,True,1.9121609,0.07328577,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
10502347,25622433,25622433,2022-03-08,500752387,1,True,3.5233753,0.07437483,444.05218,24.66956555555556,"LINESTRING (-5.04904 56.84344, -5.04884 56.84363)"
10502363,25622451,25622451,2022-03-08,500752387,4,False,1.7217716,0.071016856,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
10506755,25633205,25633205,2022-02-08,500752387,3,True,3.1420963,0.07587273,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
10520771,25667832,25667832,2022-04-08,500752387,14,True,3.4529061,0.06834099,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
10520773,25667834,25667834,2022-04-08,500752387,16,False,1.8980567,0.063237816,444.05218,24.66956555555556,"LINESTRING (-5.04677 56.84648, -5.04676 56.84653, -5.04673 56.8467)"
10520779,25667841,25667841,2022-04-08,500752387,2,False,1.5618197,0.071491174,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
10532116,25697659,25697659,2022-05-22,500752387,11,True,2.3497798,0.05777985,444.05218,24.66956555555556,"LINESTRING (-5.04715 56.8454, -5.04714 56.84541, -5.04702 56.8456, -5.04702 56.84561)"
10532124,25697668,25697668,2022-05-22,500752387,4,True,2.2057464,0.0611061,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
10532138,25697684,25697684,2022-05-22,500752387,13,False,2.5194905,0.06484284,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
10546789,25733967,25733967,2022-05-08,500752387,11,False,2.7625802,0.06939331,444.05218,24.66956555555556,"LINESTRING (-5.04715 56.8454, -5.04714 56.84541, -5.04702 56.8456, -5.04702 56.84561)"
10552883,25748028,25748028,2022-05-29,500752387,7,False,2.0001547,0.061662816,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
10552892,25748037,25748037,2022-05-29,500752387,16,False,2.0057304,0.060799126,444.05218,24.66956555555556,"LINESTRING (-5.04677 56.84648, -5.04676 56.84653, -5.04673 56.8467)"
10568545,25785927,25785927,2022-06-22,500752387,7,True,1.8106877,0.05286565,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
10568560,25785943,25785943,2022-06-22,500752387,4,True,2.0783453,0.059353918,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
10568561,25785944,25785944,2022-06-22,500752387,0,True,2.4773743,0.06144767,444.05218,24.66956555555556,"LINESTRING (-5.04925 56.84325, -5.04904 56.84344)"
10568786,25786478,25786478,2022-06-22,500752387,6,True,1.6897124,0.058778312,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
10568789,25786482,25786482,2022-06-22,500752387,12,False,2.6666093,0.059137955,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
10568790,25786483,25786483,2022-06-22,500752387,12,True,2.4612377,0.07047955,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
10573297,25796149,25796149,2022-06-29,500752387,5,False,1.5336401,0.0634301,444.05218,24.66956555555556,"LINESTRING (-5.04824 56.84421, -5.04805 56.8444)"
10578468,25808519,25808519,2022-01-01,500752387,6,False,2.061108,0.08510788,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
10578470,25808521,25808521,2022-01-01,500752387,6,True,2.1844594,0.083184786,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
10583091,25820412,25820412,2022-01-08,500752387,3,True,3.0106366,0.0771585,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
10586246,25828454,25828454,2022-01-15,500752387,14,True,3.8688257,0.08527464,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
10586263,25828473,25828473,2022-01-15,500752387,13,True,4.1100826,0.079286315,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
10608512,25884356,25884356,2022-02-15,500752387,4,True,2.7584457,0.0678822,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
10609722,25888022,25888022,2022-02-08,500752387,0,False,1.8306701,0.07370791,444.05218,24.66956555555556,"LINESTRING (-5.04925 56.84325, -5.04904 56.84344)"
10609724,25888024,25888024,2022-02-08,500752387,3,False,1.8570355,0.07909079,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
10628392,25933673,25933673,2022-03-22,500752387,13,True,3.8085902,0.081554085,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
10633925,25946560,25946560,2022-04-08,500752387,0,False,1.526816,0.066823974,444.05218,24.66956555555556,"LINESTRING (-5.04925 56.84325, -5.04904 56.84344)"
10639100,25959660,25959660,2022-04-08,500752387,17,False,2.1068532,0.06384365,444.05218,24.66956555555556,"LINESTRING (-5.04673 56.8467, -5.04669 56.84692)"
10654049,25996211,25996211,2022-05-08,500752387,3,False,1.6165404,0.06478628,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
10656060,26001506,26001506,2022-05-08,500752387,17,True,2.0611312,0.06804451,444.05218,24.66956555555556,"LINESTRING (-5.04673 56.8467, -5.04669 56.84692)"
10669594,26035406,26035406,2022-06-01,500752387,6,True,1.682096,0.05544983,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
10669596,26035408,26035408,2022-06-01,500752387,9,False,2.5493522,0.06944261,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
10676077,26052607,26052607,2022-06-15,500752387,2,False,1.5345917,0.06400724,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
10676093,26052623,26052623,2022-06-15,500752387,17,True,1.6495811,0.06332208,444.05218,24.66956555555556,"LINESTRING (-5.04673 56.8467, -5.04669 56.84692)"
10676606,26053687,26053687,2022-06-01,500752387,13,True,3.6734262,0.08341578,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
10676607,26053688,26053688,2022-06-01,500752387,13,False,2.4216785,0.06726781,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
10683348,26070318,26070318,2022-06-29,500752387,16,False,1.9552691,0.059240367,444.05218,24.66956555555556,"LINESTRING (-5.04677 56.84648, -5.04676 56.84653, -5.04673 56.8467)"
10683354,26070324,26070324,2022-06-29,500752387,14,False,2.1313863,0.058533333,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
10683355,26070325,26070325,2022-06-29,500752387,17,True,1.8042095,0.058107503,444.05218,24.66956555555556,"LINESTRING (-5.04673 56.8467, -5.04669 56.84692)"
10683358,26070328,26070328,2022-06-29,500752387,10,True,2.087031,0.06173781,444.05218,24.66956555555556,"LINESTRING (-5.0473 56.84519, -5.04715 56.8454)"
10685746,26076039,26076039,2022-06-29,500752387,0,False,1.6060886,0.06002833,444.05218,24.66956555555556,"LINESTRING (-5.04925 56.84325, -5.04904 56.84344)"
10702744,26116707,26116707,2022-01-15,500752387,2,True,3.642341,0.07930906,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
10709316,26133166,26133166,2022-01-29,500752387,7,True,2.0456107,0.07526063,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
10709324,26133174,26133174,2022-01-29,500752387,16,True,2.5689993,0.07498115,444.05218,24.66956555555556,"LINESTRING (-5.04677 56.84648, -5.04676 56.84653, -5.04673 56.8467)"
10715531,26147122,26147122,2022-02-08,500752387,13,True,3.9861057,0.084984355,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
10715540,26147131,26147131,2022-02-08,500752387,15,True,3.5192375,0.084219165,444.05218,24.66956555555556,"LINESTRING (-5.04681 56.84626, -5.04677 56.84648)"
10723423,26166291,26166291,2022-03-01,500752387,7,False,2.2524247,0.07239711,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
10723426,26166294,26166294,2022-03-01,500752387,8,False,2.5957716,0.06905181,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
10737940,26202736,26202736,2022-03-29,500752387,2,True,3.3879342,0.07549742,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
10737952,26202748,26202748,2022-03-29,500752387,15,False,2.0809581,0.07426459,444.05218,24.66956555555556,"LINESTRING (-5.04681 56.84626, -5.04677 56.84648)"
10743444,26216481,26216481,2022-03-29,500752387,4,True,2.4619353,0.072002985,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
10743449,26216486,26216486,2022-03-29,500752387,7,False,2.1817985,0.07565301,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
10743452,26216489,26216489,2022-03-29,500752387,8,False,2.708733,0.09240049,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
10743667,26217003,26217003,2022-04-01,500752387,5,True,2.0328388,0.07590385,444.05218,24.66956555555556,"LINESTRING (-5.04824 56.84421, -5.04805 56.8444)"
10767599,26273667,26273667,2022-06-01,500752387,15,True,2.842617,0.06921671,444.05218,24.66956555555556,"LINESTRING (-5.04681 56.84626, -5.04677 56.84648)"
10773168,26286300,26286300,2022-04-29,500752387,7,False,2.0318947,0.080114216,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
10780338,26304165,26304165,2022-05-29,500752387,3,True,2.3595622,0.05675001,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
10780350,26304180,26304180,2022-05-29,500752387,1,True,3.110793,0.058502823,444.05218,24.66956555555556,"LINESTRING (-5.04904 56.84344, -5.04884 56.84363)"
10782146,26307960,26307960,2022-06-01,500752387,7,True,1.7441665,0.0527712,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
10782150,26307964,26307964,2022-06-01,500752387,6,False,1.6030686,0.058797892,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
10782164,26307979,26307979,2022-06-01,500752387,4,False,1.4833555,0.05241635,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
10782183,26308000,26308000,2022-06-01,500752387,8,False,2.2604783,0.06727461,444.05218,24.66956555555556,"LINESTRING (-5.04767 56.8448, -5.0476 56.84487, -5.04748 56.84499)"
10790377,26327482,26327482,2022-06-15,500752387,7,False,1.9972415,0.06472865,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
10798239,26346816,26346816,2022-06-29,500752387,15,False,1.991643,0.05944842,444.05218,24.66956555555556,"LINESTRING (-5.04681 56.84626, -5.04677 56.84648)"
10798267,26346848,26346848,2022-06-29,500752387,3,False,1.5375855,0.058806043,444.05218,24.66956555555556,"LINESTRING (-5.04864 56.84382, -5.04844 56.84402)"
10812307,26378554,26378554,2022-01-29,500752387,6,True,1.9964771,0.058823142,444.05218,24.66956555555556,"LINESTRING (-5.04805 56.8444, -5.04804 56.84441, -5.04786 56.8446)"
10812328,26378578,26378578,2022-01-29,500752387,2,True,3.7923644,0.08219642,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
10812336,26378586,26378586,2022-01-29,500752387,17,False,2.224174,0.067589104,444.05218,24.66956555555556,"LINESTRING (-5.04673 56.8467, -5.04669 56.84692)"
10812909,26379913,26379913,2022-01-29,500752387,10,True,2.1256216,0.06911791,444.05218,24.66956555555556,"LINESTRING (-5.0473 56.84519, -5.04715 56.8454)"
10812938,26379944,26379944,2022-01-29,500752387,12,True,2.5557818,0.066917345,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
10820010,26395834,26395834,2022-01-29,500752387,11,False,2.7757144,0.0753288,444.05218,24.66956555555556,"LINESTRING (-5.04715 56.8454, -5.04714 56.84541, -5.04702 56.8456, -5.04702 56.84561)"
10820029,26395854,26395854,2022-01-29,500752387,13,True,3.8228862,0.07916798,444.05218,24.66956555555556,"LINESTRING (-5.04692 56.84582, -5.04688 56.84593, -5.04686 56.84604)"
10823707,26405173,26405173,2022-02-01,500752387,12,True,2.7084045,0.0694653,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
10823711,26405177,26405177,2022-02-01,500752387,12,False,2.750482,0.07088183,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
10823713,26405179,26405179,2022-02-01,500752387,9,False,2.657022,0.07581835,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
10823750,26405217,26405217,2022-02-01,500752387,14,False,2.091865,0.07514213,444.05218,24.66956555555556,"LINESTRING (-5.04686 56.84604, -5.04683 56.84618, -5.04681 56.84626)"
10844315,26456229,26456229,2022-02-08,500752387,12,False,3.0146215,0.07615678,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
10844319,26456233,26456233,2022-02-08,500752387,12,True,2.7084475,0.08042006,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
10844323,26456237,26456237,2022-02-08,500752387,9,False,2.9911993,0.073843725,444.05218,24.66956555555556,"LINESTRING (-5.04748 56.84499, -5.0473 56.84519, -5.0473 56.84519)"
10844325,26456240,26456240,2022-02-08,500752387,4,True,2.8619142,0.07662462,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
10856430,26485622,26485622,2022-03-15,500752387,0,True,2.8549416,0.0788928,444.05218,24.66956555555556,"LINESTRING (-5.04925 56.84325, -5.04904 56.84344)"
10856435,26485628,26485628,2022-03-15,500752387,12,True,2.6029146,0.0739665,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
10867137,26512008,26512008,2022-04-08,500752387,17,True,2.1170504,0.066424295,444.05218,24.66956555555556,"LINESTRING (-5.04673 56.8467, -5.04669 56.84692)"
10876971,26537756,26537756,2022-04-29,500752387,17,True,2.0870457,0.06859342,444.05218,24.66956555555556,"LINESTRING (-5.04673 56.8467, -5.04669 56.84692)"
10876985,26537771,26537771,2022-04-29,500752387,4,True,2.1892316,0.07644415,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
10877589,26539366,26539366,2022-05-08,500752387,7,True,1.9383754,0.057489224,444.05218,24.66956555555556,"LINESTRING (-5.04786 56.8446, -5.04773 56.84474, -5.04767 56.8448)"
10877590,26539367,26539367,2022-05-08,500752387,2,True,3.1247487,0.07714776,444.05218,24.66956555555556,"LINESTRING (-5.04884 56.84363, -5.04876 56.8437, -5.04864 56.84382)"
10877595,26539373,26539373,2022-05-08,500752387,12,True,2.5424666,0.06950927,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
10877597,26539375,26539375,2022-05-08,500752387,12,False,2.9391487,0.075575,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
10887575,26563365,26563365,2022-05-29,500752387,12,True,2.5278695,0.07096394,444.05218,24.66956555555556,"LINESTRING (-5.04702 56.84561, -5.04695 56.84576, -5.04692 56.84582)"
10892589,26574598,26574598,2022-06-08,500752387,10,False,2.407602,0.07069502,444.05218,24.66956555555556,"LINESTRING (-5.0473 56.84519, -5.04715 56.8454)"
10896168,26583628,26583628,2022-06-01,500752387,4,True,2.0590017,0.055205926,444.05218,24.66956555555556,"LINESTRING (-5.04844 56.84402, -5.04824 56.84421)"
