street_name,link,link_id,functional_class,direction_of_travel,start_node_identifier,end_node_identifier,geometry_wkt,mapmatcher_catalog_hrn,mapmatcher_catalog_version,NW
A830,171868988,171868988,3,BOTH,here:cm:node:18280485,here:cm:node:895259547,"LINESTRING (-5.66656 56.87839, -5.66645 56.87844, -5.66564 56.87884, -5.66542 56.87897, -5.66451 56.87951, -5.66427 56.87964)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,98311208,98311208,3,BOTH,here:cm:node:893280717,here:cm:node:18128057,"LINESTRING (-5.83106 57.00519, -5.83096 57.0053, -5.83084 57.00542, -5.83065 57.00558, -5.83045 57.00572, -5.83032 57.0058, -5.83011 57.00592, -5.8297 57.00613)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,205535945,205535945,3,BOTH,here:cm:node:18127661,here:cm:node:893280717,"LINESTRING (-5.82883 56.99247, -5.82888 56.99251, -5.82895 56.99257, -5.82935 56.99296, -5.83003 56.99363, -5.83048 56.9941, -5.83073 56.99437, -5.83097 56.99464, -5.83112 56.99482, -5.8314 56.99517, -5.83161 56.99543, -5.8318 56.99569, -5.8321 56.99612, -5.83222 56.99629, -5.83239 56.99656, -5.83255 56.99682, -5.8326 56.99691, -5.83275 56.99719, -5.83285 56.99737, -5.83305 56.99774, -5.83328 56.9982, -5.8334 56.99849, -5.83344 56.99858, -5.83353 56.99886, -5.83359 56.99905, -5.83361 56.99915, -5.83366 56.99933, -5.83369 56.99961, -5.8337 56.99989, -5.83369 57.00002, -5.83368 57.00026, -5.83362 57.00064, -5.83358 57.00082, -5.83353 57.00101, -5.83339 57.00137, -5.83326 57.00165, -5.83316 57.00183, -5.83305 57.00201, -5.83283 57.00237, -5.83255 57.00281, -5.83215 57.00348, -5.832 57.00372, -5.83169 57.0042, -5.83153 57.00446, -5.83145 57.0046, -5.83128 57.00487, -5.8312 57.005, -5.83111 57.00513, -5.83106 57.00519)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,79120116,79120116,3,BACKWARD,here:cm:node:18128064,here:cm:node:18128067,"LINESTRING (-5.82955 57.00612, -5.82952 57.00614, -5.82951 57.00617, -5.82952 57.00621)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,80871591,80871591,3,BACKWARD,here:cm:node:18128067,here:cm:node:18128058,"LINESTRING (-5.82952 57.00621, -5.82956 57.00623, -5.8296 57.00623, -5.82965 57.00623, -5.8297 57.00622)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,97991090,97991090,3,FORWARD,here:cm:node:18128064,here:cm:node:18128057,"LINESTRING (-5.82955 57.00612, -5.82963 57.00611, -5.8297 57.00613)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,93815534,93815534,3,FORWARD,here:cm:node:18128057,here:cm:node:18128058,"LINESTRING (-5.8297 57.00613, -5.82973 57.00615, -5.82974 57.00617, -5.82973 57.0062, -5.8297 57.00622)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,98322146,98322146,3,BOTH,here:cm:node:893280746,here:cm:node:893280748,"LINESTRING (-5.82717 56.97436, -5.82726 56.97456)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,151677124,151677124,3,BOTH,here:cm:node:18127661,here:cm:node:18127654,"LINESTRING (-5.82883 56.99247, -5.82845 56.99211, -5.82794 56.99161, -5.82785 56.99153)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,176751062,176751062,3,BOTH,here:cm:node:893280748,here:cm:node:18127654,"LINESTRING (-5.82726 56.97456, -5.82747 56.97501, -5.82764 56.97541, -5.82776 56.97571, -5.82781 56.9758, -5.82789 56.976, -5.82794 56.9761, -5.82798 56.9762, -5.82807 56.9764, -5.82816 56.97662, -5.82833 56.97701, -5.82845 56.97731, -5.82853 56.9775, -5.82856 56.9776, -5.82859 56.9777, -5.82863 56.9779, -5.82867 56.9781, -5.82868 56.9782, -5.8287 56.97839, -5.8287 56.97849, -5.82868 56.97869, -5.82867 56.97878, -5.82866 56.97888, -5.82863 56.97908, -5.82855 56.97937, -5.82846 56.97967, -5.82836 56.97996, -5.82832 56.98006, -5.82819 56.98046, -5.82805 56.98086, -5.82794 56.98116, -5.82721 56.98329, -5.8271 56.9836, -5.82692 56.984, -5.82677 56.98429, -5.82665 56.98447, -5.82658 56.98456, -5.8264 56.98484, -5.82622 56.98511, -5.82609 56.98528, -5.82591 56.98555, -5.82569 56.98591, -5.8255 56.98628, -5.82543 56.98647, -5.82536 56.98667, -5.82531 56.98686, -5.82528 56.98701, -5.82526 56.98717, -5.82523 56.98747, -5.82524 56.98801, -5.82525 56.98811, -5.82527 56.98821, -5.82533 56.98843, -5.82544 56.98873, -5.82552 56.98891, -5.82557 56.98902, -5.82568 56.98922, -5.82579 56.98941, -5.82602 56.98973, -5.82607 56.98979, -5.82633 56.99007, -5.82669 56.99043, -5.82696 56.9907, -5.82706 56.99079, -5.82724 56.99097, -5.82734 56.99106, -5.82763 56.99134, -5.82785 56.99153)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,811946622,811946622,3,BOTH,here:cm:node:1188248812,here:cm:node:23151871,"LINESTRING (-5.68983 56.88062, -5.69045 56.88073, -5.69085 56.88082, -5.69162 56.88104, -5.69274 56.88141, -5.69349 56.88166, -5.69404 56.88184, -5.69537 56.88227, -5.69675 56.88273, -5.6975 56.88298, -5.69785 56.88312, -5.69801 56.88319, -5.69833 56.88336, -5.69876 56.88359, -5.6993 56.88395, -5.69956 56.88413, -5.69983 56.88431, -5.7001 56.88448, -5.70076 56.88492, -5.70089 56.885, -5.70116 56.88516, -5.70145 56.88532, -5.7016 56.8854, -5.70192 56.88554, -5.70209 56.88561, -5.70226 56.88567, -5.70243 56.88572, -5.70263 56.88577, -5.70301 56.88585, -5.7034 56.88591, -5.7036 56.88594, -5.70398 56.88598, -5.70485 56.88605, -5.70532 56.88611, -5.70585 56.88621, -5.70602 56.88625, -5.70635 56.88634, -5.70665 56.88645, -5.70679 56.88652, -5.70704 56.88666, -5.70715 56.88673, -5.70735 56.88689, -5.70752 56.88704, -5.70765 56.88722, -5.70775 56.88741, -5.70785 56.88771, -5.70794 56.88803, -5.70799 56.88825, -5.70807 56.8886, -5.70814 56.88896, -5.70825 56.88936, -5.70829 56.88946)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,171850320,171850320,3,BOTH,here:cm:node:23151871,here:cm:node:18124947,"LINESTRING (-5.70829 56.88946, -5.70837 56.88961, -5.70844 56.88973, -5.70856 56.8899, -5.70868 56.89005, -5.70882 56.89019, -5.70897 56.89032, -5.7091 56.89042, -5.70932 56.89056, -5.70956 56.89069, -5.70977 56.89079, -5.71 56.89089, -5.71022 56.89097, -5.71047 56.89105, -5.7107 56.89111, -5.71097 56.89117, -5.71114 56.8912, -5.71153 56.89126, -5.71251 56.89137, -5.71394 56.89151, -5.71523 56.89163, -5.71593 56.8917)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,812254444,812254444,3,BOTH,here:cm:node:1188389811,here:cm:node:18124947,"LINESTRING (-5.72273 56.89264, -5.72254 56.89267, -5.72217 56.89272, -5.72163 56.89275, -5.72127 56.89275, -5.72071 56.89274, -5.72035 56.8927, -5.72016 56.89267, -5.71997 56.89263, -5.71962 56.89256, -5.71909 56.89242, -5.71838 56.89219, -5.7178 56.89201, -5.71739 56.89191, -5.71697 56.89183, -5.71632 56.89174, -5.71593 56.8917)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,162272812,162272812,3,BOTH,here:cm:node:18125675,here:cm:node:634053478,"LINESTRING (-5.84724 56.91752, -5.84779 56.9188, -5.84836 56.92007, -5.84856 56.92054, -5.84877 56.92106, -5.84895 56.92154, -5.84912 56.92205, -5.84943 56.92283)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,162266026,162266026,3,BOTH,here:cm:node:634053445,here:cm:node:634053454,"LINESTRING (-5.84235 56.91184, -5.84253 56.91189, -5.84293 56.91201, -5.84327 56.91213, -5.84357 56.91225, -5.84393 56.91241, -5.84423 56.91258, -5.84452 56.91276, -5.84476 56.91294, -5.84498 56.91312, -5.84523 56.91337, -5.84538 56.91353)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,164818440,164818440,3,BOTH,here:cm:node:634053454,here:cm:node:18125675,"LINESTRING (-5.84538 56.91353, -5.84551 56.91373, -5.84566 56.91398, -5.84576 56.91418, -5.84591 56.9145, -5.84603 56.91479, -5.84614 56.91505, -5.84724 56.91752)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,191810868,191810868,3,BOTH,here:cm:node:634053522,here:cm:node:634053478,"LINESTRING (-5.81946 56.9591, -5.81962 56.9589, -5.81983 56.95869, -5.8201 56.95847, -5.82035 56.9583, -5.82058 56.95815, -5.82086 56.95799, -5.82118 56.95783, -5.8216 56.95764, -5.82183 56.95754, -5.8223 56.95734, -5.82389 56.9567, -5.82516 56.95621, -5.82681 56.95559, -5.82718 56.95544, -5.82749 56.95532, -5.82788 56.95514, -5.82813 56.95501, -5.82837 56.95487, -5.82857 56.95474, -5.82877 56.9546, -5.82902 56.95439, -5.82919 56.95423, -5.82937 56.95403, -5.82952 56.95384, -5.82969 56.95359, -5.82979 56.95338, -5.82993 56.95303, -5.83005 56.95262, -5.83015 56.9522, -5.83032 56.95146, -5.83056 56.95038, -5.83075 56.94939, -5.83087 56.94883, -5.83103 56.94819, -5.83121 56.94759, -5.83137 56.94716, -5.83152 56.94678, -5.83165 56.94654, -5.8318 56.94631, -5.83209 56.94595, -5.83239 56.94565, -5.83268 56.94539, -5.83304 56.94512, -5.83356 56.9448, -5.83399 56.94456, -5.8353 56.94384, -5.83752 56.94263, -5.83904 56.9418, -5.84045 56.94102, -5.84216 56.94005, -5.84277 56.93969, -5.84352 56.93925, -5.84412 56.93889, -5.84468 56.93855, -5.84521 56.93818, -5.84564 56.9378, -5.84602 56.93741, -5.84631 56.93699, -5.84654 56.93659, -5.84693 56.93578, -5.84735 56.93487, -5.84765 56.9342, -5.84807 56.93319, -5.84824 56.93277, -5.84841 56.93233, -5.84874 56.93145, -5.8492 56.93007, -5.84942 56.92938, -5.84961 56.92869, -5.84977 56.92799, -5.84988 56.92733, -5.84998 56.92659, -5.85003 56.9259, -5.85005 56.9252, -5.85005 56.92491, -5.85001 56.92453, -5.84992 56.92406, -5.84978 56.92364, -5.84965 56.92335, -5.84957 56.92316, -5.84943 56.92283)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,87982256,87982256,3,BOTH,here:cm:node:634005816,here:cm:node:634053445,"LINESTRING (-5.83929 56.91141, -5.83961 56.91144, -5.84034 56.91153, -5.84095 56.9116, -5.84156 56.91169, -5.84208 56.91178, -5.84235 56.91184)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,164739012,164739012,3,BOTH,here:cm:node:634053524,here:cm:node:893280746,"LINESTRING (-5.81899 56.96011, -5.81894 56.96035, -5.81891 56.96066, -5.81891 56.96086, -5.81891 56.96094, -5.81894 56.9614, -5.81901 56.96182, -5.81906 56.96206, -5.81915 56.96236, -5.81926 56.96268, -5.81935 56.96288, -5.81951 56.9632, -5.81968 56.9635, -5.81993 56.96388, -5.82006 56.96406, -5.82012 56.96415, -5.82039 56.96448, -5.82051 56.96461, -5.82076 56.96488, -5.821 56.96512, -5.82108 56.9652, -5.82125 56.96535, -5.82143 56.96551, -5.82152 56.96558, -5.82161 56.96566, -5.8219 56.96588, -5.822 56.96596, -5.8221 56.96603, -5.82289 56.96659, -5.82301 56.96668, -5.82348 56.96706, -5.82374 56.96728, -5.82382 56.96736, -5.82405 56.96762, -5.82412 56.9677, -5.82426 56.96788, -5.82433 56.96797, -5.82439 56.96806, -5.8245 56.96825, -5.8247 56.96865, -5.8248 56.96886, -5.82504 56.96941, -5.82519 56.96976, -5.82528 56.96998, -5.82548 56.97043, -5.82576 56.97108, -5.82593 56.97149, -5.8261 56.97187, -5.8263 56.97233, -5.82638 56.97251, -5.82649 56.97278, -5.82657 56.97295, -5.8268 56.97353, -5.82694 56.97384, -5.82712 56.97424, -5.82717 56.97436)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,85833386,85833386,3,BOTH,here:cm:node:634053522,here:cm:node:634053524,"LINESTRING (-5.81946 56.9591, -5.81926 56.95937, -5.81914 56.95963, -5.81903 56.95992, -5.81899 56.96011)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,812254443,812254443,3,BOTH,here:cm:node:1188389811,here:cm:node:1188247334,"LINESTRING (-5.72273 56.89264, -5.7229 56.89261, -5.72333 56.89253, -5.72394 56.89239, -5.72437 56.8923, -5.72476 56.89225, -5.72535 56.89219, -5.72555 56.89218, -5.72613 56.89218, -5.72651 56.8922, -5.72726 56.89227, -5.72802 56.89235, -5.72839 56.89239, -5.72913 56.89247, -5.72949 56.89251, -5.73055 56.89261, -5.73095 56.89263, -5.73123 56.89266, -5.73164 56.89273, -5.73197 56.89287, -5.73219 56.89297, -5.73229 56.89303, -5.73258 56.89323, -5.73276 56.89338, -5.73312 56.89369, -5.73335 56.89395, -5.73343 56.89405, -5.73374 56.89441, -5.73389 56.89459, -5.73415 56.89487, -5.73442 56.89516, -5.73462 56.89536, -5.73484 56.89553, -5.73509 56.8957, -5.73537 56.89585, -5.73566 56.89598, -5.73598 56.8961, -5.73614 56.89615, -5.73648 56.89624, -5.73683 56.89631, -5.73702 56.89634, -5.73738 56.89638, -5.73758 56.89639, -5.73777 56.8964, -5.73796 56.8964, -5.73816 56.8964, -5.73855 56.89638, -5.73895 56.89634, -5.73976 56.89622, -5.74037 56.89611, -5.74119 56.89596, -5.74223 56.89576, -5.74325 56.8956, -5.74383 56.89553, -5.74461 56.89546, -5.74647 56.89534, -5.74774 56.89526, -5.74833 56.89521, -5.74893 56.89515, -5.74933 56.8951, -5.74972 56.89504, -5.75012 56.89497, -5.7507 56.89484, -5.75126 56.89469, -5.75195 56.8945, -5.75257 56.89433, -5.75296 56.89423, -5.75331 56.89411, -5.75352 56.89403, -5.75371 56.89395, -5.7539 56.89387, -5.75416 56.89378, -5.75438 56.89372, -5.75487 56.89359, -5.7551 56.89355, -5.75545 56.89352, -5.7558 56.89355, -5.75622 56.89357, -5.75657 56.89364, -5.75689 56.89375, -5.75704 56.8938, -5.75711 56.89384, -5.75716 56.89388, -5.75725 56.89395, -5.75732 56.89403, -5.75741 56.89416, -5.75751 56.89437, -5.75759 56.89464, -5.7576 56.89474, -5.7576 56.89486, -5.75757 56.89496, -5.75755 56.89501, -5.75752 56.89507, -5.75749 56.89512, -5.7574 56.89525, -5.75716 56.89545, -5.75698 56.89559, -5.75667 56.89577, -5.75642 56.89591, -5.75613 56.89606, -5.75588 56.89622, -5.75562 56.89638, -5.75545 56.89652, -5.75529 56.89668, -5.75523 56.89678, -5.7552 56.89689, -5.75516 56.897, -5.75514 56.89721, -5.75515 56.89731, -5.7552 56.89743, -5.75527 56.89756, -5.75541 56.89775, -5.75556 56.898, -5.75558 56.89806, -5.75559 56.89812, -5.75559 56.89819, -5.75558 56.89825, -5.75552 56.89846, -5.75539 56.89874, -5.75533 56.89886, -5.7553 56.89891, -5.75521 56.89909, -5.75513 56.8992, -5.75496 56.89936, -5.75477 56.89949, -5.75458 56.89957, -5.75413 56.89977, -5.75388 56.89988, -5.7535 56.90002, -5.75326 56.90013, -5.75312 56.90022, -5.75295 56.90037, -5.75282 56.90052, -5.75274 56.90064, -5.75266 56.9008, -5.75266 56.90096, -5.7527 56.90111, -5.75279 56.90124, -5.75292 56.90136, -5.75309 56.90147, -5.75331 56.90157, -5.75362 56.90165, -5.75394 56.90171, -5.7543 56.90176, -5.75459 56.90179, -5.75491 56.90178, -5.75526 56.90173, -5.75564 56.90164, -5.75598 56.90155, -5.75665 56.90138, -5.75788 56.90108, -5.75866 56.90087, -5.7591 56.90076, -5.75955 56.90066, -5.75997 56.90059, -5.76047 56.90052, -5.76107 56.90043, -5.76157 56.90037, -5.76198 56.90031, -5.7624 56.90028, -5.76275 56.90026, -5.76336 56.90023, -5.76426 56.90019, -5.76535 56.90014, -5.76564 56.90012, -5.76591 56.90011, -5.76619 56.90011, -5.76651 56.90011, -5.7667 56.90012, -5.76706 56.90014, -5.76741 56.90017, -5.76771 56.90019, -5.76793 56.90018, -5.76812 56.90016, -5.76829 56.90013, -5.76846 56.90009, -5.76854 56.90006, -5.76863 56.90003, -5.7688 56.89998, -5.76904 56.89994, -5.76931 56.89993, -5.76992 56.8999, -5.77028 56.89988, -5.77063 56.89985, -5.77102 56.89978, -5.77123 56.89974, -5.77157 56.89967, -5.77184 56.89963, -5.77216 56.8996, -5.77243 56.89958, -5.77354 56.89952, -5.77494 56.89942, -5.77598 56.89934, -5.77692 56.89925, -5.77879 56.89909, -5.78011 56.89899, -5.78055 56.89895)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,811935408,811935408,3,BOTH,here:cm:node:1188247334,here:cm:node:852568018,"LINESTRING (-5.78055 56.89895, -5.7807 56.89894, -5.7813 56.8989, -5.78188 56.89886, -5.78224 56.89885, -5.78268 56.89886, -5.78303 56.89888, -5.78336 56.89891, -5.78362 56.89896)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,811935378,811935378,3,BOTH,here:cm:node:852568018,here:cm:node:858496496,"LINESTRING (-5.78362 56.89896, -5.78385 56.899, -5.78417 56.89907, -5.78457 56.89917, -5.78505 56.89931, -5.78552 56.89945)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,811935676,811935676,3,BOTH,here:cm:node:1188247280,here:cm:node:858496496,"LINESTRING (-5.78909 56.8999, -5.78875 56.89995, -5.78841 56.89997, -5.78806 56.89998, -5.78774 56.89996, -5.78738 56.89992, -5.787 56.89985, -5.78657 56.89975, -5.78609 56.89962, -5.78552 56.89945)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,811928463,811928463,3,BOTH,here:cm:node:1188247280,here:cm:node:852568020,"LINESTRING (-5.78909 56.8999, -5.78941 56.89983, -5.78992 56.8997, -5.79015 56.89963, -5.79065 56.89946, -5.79118 56.89929, -5.79158 56.89918, -5.79199 56.89909, -5.79255 56.89899, -5.79306 56.89893, -5.79354 56.89889, -5.79405 56.89887, -5.79469 56.89887, -5.79549 56.89887, -5.79671 56.89888)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,198644406,198644406,3,BOTH,here:cm:node:852568020,here:cm:node:634005938,"LINESTRING (-5.79671 56.89888, -5.79741 56.89891, -5.79824 56.89896, -5.79901 56.89905, -5.7998 56.8992, -5.80052 56.89937, -5.8012 56.89958, -5.80192 56.89985, -5.80285 56.90021, -5.80463 56.9009, -5.80576 56.90132, -5.80778 56.90204, -5.80863 56.90233, -5.80935 56.90256, -5.81145 56.90325, -5.81211 56.90346, -5.81295 56.90374, -5.81412 56.90415, -5.81505 56.90449)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,162479952,162479952,3,BOTH,here:cm:node:634005938,here:cm:node:858751989,"LINESTRING (-5.81505 56.90449, -5.81865 56.90586, -5.81929 56.9061, -5.82 56.90639, -5.82071 56.90671, -5.82146 56.90711, -5.82186 56.90738, -5.82209 56.9076, -5.82224 56.90779, -5.82241 56.90802, -5.82253 56.90822, -5.82262 56.90842, -5.82269 56.90869, -5.82271 56.90901, -5.82269 56.90929, -5.82263 56.90948, -5.82252 56.90975, -5.82237 56.91003, -5.82211 56.91041, -5.82198 56.91062, -5.82181 56.9109, -5.82169 56.91117, -5.82165 56.9114, -5.82166 56.91164, -5.82173 56.91183, -5.82184 56.91201, -5.82203 56.91221, -5.82232 56.9124, -5.82272 56.91257, -5.82297 56.91265, -5.82322 56.9127, -5.82361 56.91275, -5.82409 56.91278, -5.82446 56.91278, -5.8248 56.91276, -5.82526 56.9127, -5.82566 56.91263, -5.82609 56.91254, -5.82648 56.91244, -5.82694 56.91231, -5.8275 56.91216, -5.82836 56.91189, -5.82878 56.91177, -5.82931 56.91162, -5.82968 56.91153, -5.83062 56.91133, -5.83117 56.91124, -5.83174 56.91115, -5.83216 56.9111, -5.83256 56.91106, -5.83311 56.91102, -5.83365 56.91099, -5.83421 56.91098)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,189799390,189799390,3,BOTH,here:cm:node:858751989,here:cm:node:634005816,"LINESTRING (-5.83421 56.91098, -5.8347 56.91099, -5.83532 56.911, -5.83571 56.91102, -5.83627 56.91106, -5.8368 56.91111, -5.83721 56.91116, -5.83929 56.91141)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,811928984,811928984,3,BOTH,here:cm:node:1188248812,here:cm:node:18280485,"LINESTRING (-5.68983 56.88062, -5.68961 56.88059, -5.68939 56.88057, -5.68916 56.88055, -5.68893 56.88054, -5.68848 56.88052, -5.68776 56.88051, -5.68759 56.88051, -5.68683 56.8805, -5.68637 56.88049, -5.68563 56.88047, -5.68545 56.88047, -5.68476 56.88045, -5.68337 56.88043, -5.68219 56.88041, -5.68076 56.88039, -5.67959 56.88034, -5.67935 56.88032, -5.67889 56.88027, -5.67843 56.8802, -5.67799 56.88011, -5.67757 56.88, -5.67736 56.87994, -5.67715 56.87987, -5.67695 56.8798, -5.67675 56.87973, -5.67656 56.87965, -5.67637 56.87957, -5.67618 56.87949, -5.67599 56.8794, -5.67581 56.87932, -5.67563 56.87923, -5.67493 56.87887, -5.67422 56.87853, -5.67384 56.87838, -5.67326 56.87817, -5.67285 56.87806, -5.67244 56.87796, -5.67202 56.87787, -5.67179 56.87784, -5.67156 56.87781, -5.67133 56.87779, -5.67091 56.87774, -5.67048 56.87772, -5.67026 56.87772, -5.67005 56.87772, -5.66926 56.87776, -5.66906 56.87778, -5.66849 56.87786, -5.66811 56.87793, -5.66759 56.87805, -5.6671 56.87819, -5.66656 56.87839)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,143738177,143738177,3,BOTH,here:cm:node:18294061,here:cm:node:984076673,"LINESTRING (-5.0786 56.83642, -5.07758 56.83577, -5.07713 56.83549, -5.07681 56.83527, -5.07669 56.83519, -5.07634 56.83498, -5.07617 56.83488, -5.07604 56.83482, -5.07591 56.83477, -5.07573 56.83472)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A82,143738177,143738177,3,BOTH,here:cm:node:18294061,here:cm:node:984076673,"LINESTRING (-5.0786 56.83642, -5.07758 56.83577, -5.07713 56.83549, -5.07681 56.83527, -5.07669 56.83519, -5.07634 56.83498, -5.07617 56.83488, -5.07604 56.83482, -5.07591 56.83477, -5.07573 56.83472)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,82613357,82613357,3,FORWARD,here:cm:node:1047295897,here:cm:node:1047295887,"LINESTRING (-5.0841 56.83999, -5.0844 56.84014)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,203964289,203964289,3,BOTH,here:cm:node:1047295897,here:cm:node:18294057,"LINESTRING (-5.0841 56.83999, -5.08386 56.83977, -5.0835 56.83948, -5.08286 56.83907, -5.08208 56.83859, -5.08173 56.83838, -5.08158 56.83829, -5.08129 56.83809, -5.08091 56.83785, -5.08078 56.83777, -5.08042 56.83755, -5.0803 56.83747)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,503876725,503876725,3,BOTH,here:cm:node:18294057,here:cm:node:18294061,"LINESTRING (-5.0803 56.83747, -5.07899 56.83666, -5.0786 56.83642)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,82592159,82592159,3,FORWARD,here:cm:node:1047295886,here:cm:node:1047295888,"LINESTRING (-5.08476 56.8402, -5.08483 56.84024, -5.08487 56.84032, -5.08486 56.84038)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,82592166,82592166,3,BACKWARD,here:cm:node:1047295896,here:cm:node:1047295889,"LINESTRING (-5.08413 56.84024, -5.08409 56.84029, -5.08408 56.84035, -5.08409 56.84041)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,82720560,82720560,3,BACKWARD,here:cm:node:1047295889,here:cm:node:1047381478,"LINESTRING (-5.08409 56.84041, -5.08413 56.84046, -5.0842 56.84051, -5.08428 56.84054, -5.08438 56.84056, -5.08448 56.84057)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,178697513,178697513,5,BOTH,here:cm:node:1047295886,here:cm:node:18293957,"LINESTRING (-5.08476 56.8402, -5.08512 56.84005, -5.08572 56.83994, -5.08612 56.83994, -5.08631 56.83986, -5.08632 56.8397, -5.08625 56.83952, -5.08612 56.83943, -5.08552 56.83907)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,82592163,82592163,3,FORWARD,here:cm:node:1047295888,here:cm:node:1047295895,"LINESTRING (-5.08486 56.84038, -5.08521 56.84063)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,807955226,807955226,3,BOTH,here:cm:node:1047704423,here:cm:node:18293827,"LINESTRING (-5.09701 56.84461, -5.09712 56.84465, -5.0975 56.84477, -5.09826 56.84497, -5.09883 56.84509)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,806684134,806684134,3,BOTH,here:cm:node:1184353946,here:cm:node:18293887,"LINESTRING (-5.09618 56.84432, -5.09604 56.84427, -5.09599 56.84425, -5.09555 56.8441)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,807963073,807963073,3,BOTH,here:cm:node:1184353946,here:cm:node:1047704423,"LINESTRING (-5.09618 56.84432, -5.0967 56.84451, -5.09701 56.84461)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,80861307,80861307,4,BOTH,here:cm:node:18293827,here:cm:node:18293829,"LINESTRING (-5.09883 56.84509, -5.09847 56.8457)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,140286976,140286976,3,BOTH,here:cm:node:1047295895,here:cm:node:18293890,"LINESTRING (-5.08521 56.84063, -5.08585 56.84093, -5.08642 56.84125, -5.08699 56.8416, -5.08727 56.84177, -5.08757 56.84194, -5.08799 56.84216, -5.08833 56.84232, -5.08881 56.84251, -5.08894 56.84256, -5.08934 56.84269, -5.08964 56.84278, -5.08993 56.84286, -5.09023 56.84293, -5.09052 56.84299, -5.09096 56.84307, -5.09156 56.84317, -5.09233 56.84329, -5.09253 56.84333, -5.09294 56.8434, -5.09337 56.84348, -5.09355 56.84351, -5.09395 56.84359, -5.09425 56.84367)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
A830,162484752,162484752,3,BOTH,here:cm:node:18293887,here:cm:node:18293890,"LINESTRING (-5.09555 56.8441, -5.09537 56.84404, -5.09477 56.84383, -5.09425 56.84367)",hrn:here:data::olp-here:here-optimized-map-for-location-library-2,2464,True
